MJ03,MJ06,MJ05,JAAC001,JAAC002,JAAC003,JAAC004,JAAC005,JAAC007,JAAC008,JAAC009,JAAC010,JAAC011,JAAC012,JAAC013,JAAC014,JAAC020,JAAC021,JAAC022,JAAC023,JAAC024,JAAC025,JAAC026,JAAC027,MJ07
50700195,1,1,1,45,2,1,1, , , , , ,4,4, ,7,1,199110,1,5,3,6,7,1
50700195,1,2,2,80,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,3,7,
50700199,1,1,1,41,2,1,1, , , , , ,4,4, ,1,1,199512,1,5,3,6,7,1
50700199,1,2,2,15,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
50700199,1,3,2,63,1,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
50700199,1,4,2,62,2,1,22, , , , , ,2,2,2,2,3,      ,0,6,3,6,7,
50700215,1,1,1,60,2,1,1, , , , , ,3,3,2,1,1,197609,1,5,3,6,7,1
50700219,1,1,1,29,1,1,1, , , , , ,3,3,2,1,1,200611,1,5,3,6,7,1
50700219,2,2,2,21,1,1,1, , , , , ,4,4, ,1,1,201310,1,5,3,6,7,
50700220,1,1,1,20,1,1,1, , , , , ,4,4, ,4,2,      ,0,6,3,6,7,1
50700220,1,2,2,15,1,1,21, , , , , ,3,3,2,4,3,      ,0,6,3,6,7,
50700225,1,1,1,28,1,1,3, , , , , ,3,3,2,7,3,      ,0,3,3,3,7,1
50700225,1,2,2,57,1,1,1, , , , , ,4,4, ,1,1,200105,1,5,3,6,7,
50700226,1,1,1,26,1,1,1, , , , , ,2,2,2,1,1,201106,1,5,3,6,7,1
50700229,1,1,1,14,2,1,1, , , , , ,3,3,2,3,1,201705,1,5,3,6,7,1
50700231,1,1,1,42,1,1,1, , , , , ,3,3,2,3,2,      ,0,1,3,6,7,1
50700242,1,1,1,49,2,1,1, , , , , ,4,4, ,1,1,199305,1,5,3,6,7,1
50700242,1,2,2,48,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
50700243,1,1,1,70,1,1,1, , , , , ,4,4, ,1,1,198101,1,5,3,6,7,1
50700243,2,2,2,46,2,1,1, , , , , ,3,3,2,1,1,200307,1,5,3,6,7,
50700245,1,1,1,30,2,1,1, , , , , ,4,4, ,1,1,200805,1,5,3,6,7,1
50700245,1,2,2,52,1,1,22, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
50700338,3,1,1,38,1,1,1, , , , , ,4,4,1,1,1,200406,1,5,3,6,7,1
50700338,4,2,2,17,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,1,
50800103,1,1,1,31,2,1,1, , , , , ,2,2,2,1,1,200402,1,5,3,6,7,1
50900113,1,1,1,63,1,1,1, , , , , ,2,2,2,1,1,197503,1,5,3,6,7,1
50900113,2,2,2,54,1,1,1, , , , , ,4,4, ,1,1,198606,1,5,3,6,7,
50900117,1,1,1,43,2,1,1, , , , , ,2,2,2,3,2,      ,0,4,3,6,7,1
50900129,1,1,1,61,1,1,1, , , , , ,3,3,2,1,1,198402,1,5,3,6,7,1
50900132,1,1,1,18,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,1
50900135,1,1,1,          , ,  ,1, , , , , ,4,4, ,7,3,      ,0,6,3,6,7,1
50900135,2,2,2,35,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,
51000052,1,1,1,28,1,1,1, , , , , ,3,3,2,2,1,200905,1,5,3,6,7,1
51000053,1,1,1,31,1,1,1, , , , , ,3,3,2,1,1,200909,1,5,3,6,7,1
51000053,2,2,2,39,1,1,1, , , , , ,3,3,2,1,1,199602,1,5,3,6,7,
51000054,1,1,1,47,1,1,1, , , , , ,4,4, ,1,1,198707,1,5,3,6,7,1
51000054,2,2,2,33,2,1,1, , , , , ,3,3,2,1,1,200404,1,5,3,6,7,
51000059,1,1,1,39,1,1,1, , , , , ,4,4, ,1,1,200410,1,5,3,6,7,1
51000059,2,2,2,60,1,1,1, , , , , ,3,3,1,3,1,197608,1,5,3,6,7,
60100653,1,1,1,60,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,1
60100653,2,2,2,44,2,1,1, , , , , ,4,4, ,7,1,200907,1,5,3,6,7,
60100655,1,1,1,46,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,2,6,7,1
60100655,2,2,2,36,1,1,1, , , , , ,4,4, ,1,1,200208,1,5,2,6,7,
60100657,1,1,1,41,1,1,1, , , , , ,2,1,2,4,1,199404,1,4,3,6,7,1
60100663,1,1,1,24,1,1,1, , , , , ,2,2,2,7,3,      ,0,2,3,6,7,1
60100669,1,1,1,31,1,1,1, , , , , ,2,2,2,4,1,200903,1,3,3,6,7,1
60100673,1,1,1,27,2,1,1, , , , , ,4,4, ,1,1,201703,1,5,3,6,7,1
60100673,2,2,2,36,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,
60100677,1,1,1,38,2,1,1, , , , , ,2,2,2,1,1,200704,1,5,2,6,7,1
60100677,2,2,2,41,2,1,1, , , , , ,4,4, ,1,1,199508,1,5,2,6,7,
60100677,3,3,2,40,1,1,1, , , , , ,3,3,2,1,1,200806,1,5,2,6,7,
60100680,1,2,2,37,1,1,1, , , , , ,4,4, ,1,1,199710,1,5,3,6,7,
60100680,2,1,1,19,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,1,1
60100694,1,1,1,21,1,1,1, , , , , ,4,4, ,7,3,      ,0,5,3,6,1,1
60100694,2,2,2,42,1,1,1, , , , , ,3,3,2,3,1,199801,1,5,3,6,7,
60100695,1,2,2,57,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
60100695,2,1,1,46,1,27,1, , , , , ,4,4, ,1,1,198905,1,5,3,6,7,1
60100700,1,1,1,48,2,1,1, , , , , ,4,4, ,1,1,198706,1,5,3,6,7,1
60100700,2,2,2,40,1,1,1, , , , , ,4,4, ,1,1,199606,1,5,3,6,7,
60100700,2,3,2,32,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
60100709,1,1,1,52,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,1
60100710,1,1,1,40,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,2,6,7,1
60100710,2,2,2,26,1,1,1, , , , , ,4,4, ,1,1,200809,1,5,2,6,7,
60100713,1,1,1,36,2,1,1, , , , , ,3,3,2,1,1,199801,1,5,2,6,7,1
60100713,2,2,2,38,1,1,1, , , , , ,2,2,2,1,1,199601,1,5,2,6,7,
60100714,1,1,1,40,1,1,1, , , , , ,4,4, ,1,1,200802,1,5,3,6,7,1
60100714,3,2,2,25,2,1,1, , , , , ,2,2,2,3,1,201611,1,5,3,6,7,
60100715,1,1,1,31,2,1,1, , , , , ,4,4, ,1,1,200711,1,5,3,6,7,1
60100715,1,2,2,2,2,1,22, , , , , ,3,3,2,5,3,      ,0,6,3,6,7,
60100729,1,1,1,44,1,1,1, , , , , ,3,3,2,1,1,199802,1,5,2,6,7,1
60100729,2,2,2,39,1,1,1, , , , , ,4,4, ,1,1,199702,1,5,2,6,7,
60100729,2,3,2,40,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
60100738,1,1,1,22,2,1,1, , , , , ,3,3,2,1,1,201405,1,5,2,6,7,1
60100738,1,2,2,50,1,1,21, , , , , ,4,4, ,7,3,      ,0,6,3,6,7,
60100743,1,1,1,50,2,1,1, , , , , ,2,2,2,3,1,198702,1,5,3,6,7,1
60100748,1,2,2,32,2,1,1, , , , , ,4,4, ,1,1,200703,1,5,3,6,7,
60100748,2,1,1,55,1,1,1, , , , , ,3,3,2,1,1,198205,1,5,3,6,7,1
60100748,2,3,2,54,1,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
60100748,2,4,2,32,1,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
60100749,1,1,1,38,1,27,1, , , , , ,4,4, ,1,1,200010,1,5,3,6,7,1
60100749,2,2,2,45,1,1,1, , , , , ,3,3,2,7,1,199206,1,5,3,6,7,
60100750,1,1,1,54,1,1,1, , , , , ,4,4,2,1,1,199606,1,5,2,6,7,1
60100750,1,4,2,60,2,1,21, , , , , ,4,4, ,1,3,      ,0,6,3,6,7,
60100750,2,2,2,87,1,1,1, , , , , ,3,3,2,1,1,196206,1,5,2,6,7,
60100750,2,3,2,84,2,1,21, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
60100751,1,1,1,48,2,1,1, , , , , ,4,4, ,1,1,198708,1,5,3,6,7,1
60100751,2,2,2,31,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,2,2,
60100752,1,1,1,20,1,1,1, , , , , ,3,3,2,1,1,201605,1,5,3,6,7,1
60100756,1,1,1,76,1,1,1, , , , , ,4,4, ,7,1,197403,1,5,3,6,7,1
60100756,2,2,2,14,1,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,7,
60100759,1,1,1,25,1,1,1, , , , , ,4,4, ,3,1,200710,1,5,3,6,7,1
60100759,2,2,2,52,2,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
60100762,1,1,1,75,1,1,1, , , , , ,2,2,2,1,1,199104,1,5,2,6,7,1
60100763,1,1,1,77,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,5,7,1
60100764,1,1,1,71,1,1,1, , , , , ,4,4, ,1,1,197901,1,5,3,6,7,1
60100764,2,2,2,19,2,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,7,
60100771,1,2,2,29,1,1,1, , , , , ,4,4, ,1,1,200906,1,5,3,6,7,
60100771,1,3,2,31,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
60100771,2,1,1,69,2,1,1, , , , , ,2,2,2,1,1,197905,1,5,3,6,7,1
60100772,1,1,1,37,1,1,1, , , , , ,4,4, ,1,1,201105,1,5,3,6,7,1
60100772,2,2,2,43,1,1,1, , , , , ,3,3,2,1,1,199505,1,5,3,6,7,
60100782,1,1,1,63,1,1,1, , , , , ,4,4, ,1,1,197801,1,5,3,6,7,1
60100782,2,2,2,66,1,1,1, , , , , ,3,3,2,3,1,196804,1,5,3,6,7,
60100783,1,1,1,61,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,1
60100786,1,2,2,22,1,1,1, , , , , ,4,4, ,1,1,201512,1,5,3,6,7,
60100786,2,1,1,16,1,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,1,1
60100789,1,1,1,91,1,1,1, , , , , ,3,3,2,1,1,196105,1,5,3,6,7,1
60100789,1,3,2,85,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
60100789,2,2,2,84,1,1,1, , , , , ,3,3,2,1,1,195506,1,5,3,6,7,
60100789,2,4,2,77,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
60100794,1,1,1,44,2,1,1, , , , , ,3,3,2,1,1,199908,1,5,2,6,7,1
60100794,1,2,2,44,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
60100794,1,3,2,6,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,2,7,
60200055,1,1,1,23,1,1,1, , , , , ,4,4, ,1,1,201209,1,5,3,6,7,1
60200055,2,2,2,20,2,1,1, , , , , ,3,3,1,7,3,      ,0,5,3,6,7,
60300129,1,1,1,45,1,1,1, , , , , ,1,1,1,2,2,      ,0,3,3,6,7,1
60300129,1,2,2,5,1,1,22, , , , , ,1,1,1,5,3,      ,0,6,3,6,7,
60300129,1,3,2,26,2,1,21, , , , , ,1,1,1,2,3,      ,0,6,3,6,7,
60300129,2,4,2,42,1,1,1, , , , , ,2,2,2,1,1,199503,1,6,3,6,7,
60300129,2,5,2,42,2,1,21, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
60300129,2,6,2,14,1,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
60300129,2,7,2,11,2,1,22, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
60300129,2,8,2,4,2,1,22, , , , , ,2,2,2,5,3,      ,0,6,3,6,7,
60300131,1,2,2,70,2,1,1, , , , , ,2,2,2,7,3,      ,0,6,3,6,7,
60300131,2,1,1,          , ,  ,1, , , , , ,4,4, ,7,3,      ,0,6,3,6,7,1
60300133,1,1,1,43,2,1,1, , , , , ,4,4, ,1,1,200803,1,5,3,6,7,1
60300133,2,2,2,10,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
60300134,1,1,1,63,1,1,1, , , , , ,4,4, ,1,1,201803,1,5,3,6,7,1
60300134,2,2,2,72,2,1,1, , , , , ,3,3,2,7,3,      ,0,6,3,6,1,
60300135,1,2,2,75,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,
60300135,2,1,1,41,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,1
60300139,1,1,1,74,1,1,1, , , , , ,3,3,2,1,1,196806,1,5,3,6,7,1
60300139,2,2,2,49,1,22,1, , , , , ,4,4, ,1,1,200704,1,5,3,6,7,
60300145,1,1,1,62,1,1,1, , , , , ,4,4, ,1,1,197703,1,5,3,6,7,1
60300145,1,2,2,57,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
60300149,1,1,1,79,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,1
60300157,1,1,1,27,1,1,1, , , , , ,2,2,2,7,3,      ,0,3,3,6,2,1
60300161,1,1,1,          , ,  ,  , , , , , , , , , , ,      ,0, , , , ,1
60300161,1,2,2,64,1,1,1, , , , , ,2,2,2,3,1,198707,1,5,3,6,7,
60400030,1,1,1,69,1,27,1, , , , , ,2,2,2,1,1,200012,1,5,3,6,7,1
60400032,0,2,2,81,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,1,7,
60400032,1,1,1,4,1,1,1, , , , , ,4,4, ,7,3,      ,0,5,3,6,7,1
60500091,1,1,1,42,1,1,1, , , , , ,1,1,1,1,2,      ,0,6,3,6,7,1
60500091,1,4,2,20,1,1,22, , , , , ,2,2,2,2,3,      ,0,6,3,6,7,
60500091,1,5,2,30,2,1,21, , , , , ,4,4,2,1,3,      ,0,6,3,6,7,
60500091,1,6,2,17,2,1,22, , , , , ,2,2,2,2,3,      ,0,6,3,6,7,
60500091,1,7,2,5,1,1,22, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
60500091,1,8,2,3,2,1,22, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
60500091,2,9,2,44,1,1,1, , , , , ,4,4, ,1,1,200805,1,5,3,6,7,
60500091,2,10,2,39,2,1,21, , , , , ,4,4, ,1,3,      ,0,6,3,6,7,
60500091,2,11,2,12,1,1,22, , , , , ,4,4, ,1,3,      ,0,6,3,6,7,
60500091,3,2,2,62,1,22,1, , , , , ,3,3,2,1,1,198601,1,5,3,6,7,
60500091,3,3,2,83,1,22,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
60500093,1,1,1,62,1,1,1, , , , , ,2,2,2,1,1,200303,1,5,3,6,7,1
60500095,1,1,1,21,1,1,1, , , , , ,2,2,2,3,2,      ,0,2,3,6,7,1
60500098,1,1,1,25,1,1,1, , , , , ,3,3,2,3,2,      ,0,2,3,6,7,1
60600077,1,2,2,55,1,1,1, , , , , ,4,4, ,1,1,199007,1,5,2,6,7,
60600077,3,1,1,81,2,1,1, , , , , ,3,3,2,1,1,199001,1,5,2,6,7,1
60600082,1,1,1,64,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,1
60600082,2,2,2,42,1,1,1, , , , , ,4,4, ,1,1,199605,1,2,3,6,7,
60600090,1,1,1,67,2,1,1, , , , , ,4,4, ,1,1,198006,1,5,2,6,7,1
60600090,2,2,2,40,1,1,1, , , , , ,3,3,2,3,1,201010,1,5,2,6,7,
60600092,1,1,1,44,1,1,1, , , , , ,3,3,2,1,1,199801,1,5,2,6,7,1
60600092,2,2,2,55,1,1,1, , , , , ,3,3,2,1,1,198209,1,5,2,6,7,
60700066,1,2,2,39,1,22,1, , , , , ,4,4, ,1,1,200510,1,5,3,6,7,
60700066,3,1,1,52,1,24,1, , , , , ,4,4, ,1,1,200011,1,5,3,6,7,1
60700066,3,3,2,19,2,6,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
60700066,3,4,2,19,2,24,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
60800039,1,1,1,23,1,22,1, , , , , ,4,4, ,1,1,201306,1,5,3,6,7,1
60800039,2,2,2,39,1,1,1, , , , , ,3,3,2,1,1,199510,1,5,3,6,7,
70200492,1,1,1,16,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,3,7,1
70200498,1,1,1,61,1,1,1, , , , , ,4,4, ,1,1,197508,1,5,3,6,7,1
70200498,2,2,2,60,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,1,
70200499,1,1,1,49,1,1,1, , , , , ,2,2,2,3,1,198309,1,4,3,6,7,1
70200501,1,1,1,46,1,1,1, , , , , ,2,2,2,3,1,199002,1,5,2,6,7,1
70200504,1,1,1,55,1,1,1, , , , , ,4,4, ,1,1,198109,1,5,3,6,7,1
70200504,1,3,2,51,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70200504,2,2,2,39,1,1,1, , , , , ,3,3,2,1,1,201103,1,5,3,6,7,
70200504,2,4,2,39,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70200504,2,5,2,7,2,1,22, , , , , ,3,3,2,5,3,      ,0,6,3,6,7,
70200506,1,1,1,48,2,1,1, , , , , ,3,3,2,1,1,199002,1,5,3,6,7,1
70200506,1,2,2,10,2,1,22, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
70200507,3,1,1,23,1,1,1, , , , , ,2,2,2,2,1,201109,1,5,2,6,7,1
70200507,3,2,2,26,1,1,22, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
70200507,3,3,2,20,1,1,21, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
70200507,3,4,2,22,1,1,22, , , , , ,2,2,2,2,3,      ,0,6,3,6,7,
70200510,1,1,1,50,1,1,1, , , , , ,4,4, ,1,1,198604,1,5,3,6,7,1
70200510,2,2,2,25,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70200511,1,1,1,20,1,1,1, , , , , ,4,4, ,1,1,201702,1,5,3,6,7,1
70200511,1,2,2,13,2,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70200511,1,3,2,16,2,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70200511,1,4,2,16,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70200511,2,5,2,49,1,1,1, , , , , ,2,2,2,7,1,198802,1,5,3,6,7,
70200512,1,1,1,31,1,1,1, , , , , ,3,3,2,3,1,200412,1,4,3,6,7,1
70200513,2,1,1,70,1,1,1, , , , , ,4,4, ,7,1,197909,1,5,3,6,7,1
70200513,2,3,2,11,1,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
70200513,2,4,2,9,2,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
70200513,2,5,2,10,2,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
70200513,2,6,2,9,2,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
70200513,2,7,2,10,2,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
70200514,1,1,1,70,1,1,1, , , , , ,4,4, ,1,1,197706,1,5,3,6,7,1
70200514,1,2,2,82,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,1,7,
70200515,1,1,1,36,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,1
70200518,1,1,1,53,1,1,1, , , , , ,3,3,2,1,1,199208,1,4,3,6,7,1
70200519,1,1,1,24,1,1,1, , , , , ,3,3,2,1,1,201203,1,5,3,6,7,1
70200519,2,2,2,21,1,1,1, , , , , ,3,3,2,1,1,201604,1,5,3,6,7,
70200520,1,1,1,21,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,1,1
70200525,1,1,1,19,1,1,1, , , , , ,3,3,2,1,1,201606,1,2,3,6,7,1
70200525,1,2,2,34,1,1,21, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
70200526,1,1,1,52,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,2,1
70200531,1,1,1,67,1,1,1, , , , , ,4,4, ,1,1,197108,1,5,3,6,7,1
70200531,2,2,2,34,2,1,1, , , , , ,3,3,2,1,1,200508,1,5,3,6,7,
70200532,1,1,1,51,2,1,1, , , , , ,3,3,2,1,1,196607,1,5,3,6,7,1
70200532,2,2,2,69,2,1,1, , , , , ,3,3,2,1,1,197307,1,5,3,6,7,
70200532,2,3,2,13,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70200534,1,1,1,24,2,1,1, , , , , ,4,4, ,7,3,      ,0,5,3,6,7,1
70200534,1,2,2,51,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,1,7,
70200536,1,1,1,73,1,1,1, , , , , ,3,3,2,1,1,197501,1,5,3,6,7,1
70200536,1,2,2,72,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70200536,1,3,2,45,1,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70200537,1,1,1,81,1,1,1, , , , , ,4,4, ,1,1,198701,1,6,3,6,7,1
70200537,1,2,2,54,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,5,7,
70200543,1,1,1,47,2,1,1, , , , , ,3,3,2,1,1,199005,1,5,3,6,7,1
70200551,1,1,1,69,1,1,1, , , , , ,4,4, ,1,1,197410,1,5,3,6,7,1
70200551,1,3,2,62,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70200556,1,1,1,39,2,1,1, , , , , ,4,4, ,1,1,200104,1,5,3,6,7,1
70200556,2,2,2,31,2,1,1, , , , , ,3,3,2,1,1,200308,1,5,3,6,7,
70200556,2,3,2,2,1,1,22, , , , , ,3,3,2,5,3,      ,0,6,3,6,7,
70200557,2,1,1,49,2,1,1, , , , , ,2,2,2,1,1,198710,1,5,3,6,7,1
70200557,2,2,2,26,1,1,21, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
70200557,2,3,2,27,2,1,22, , , , , ,1,1,1,2,3,      ,0,6,3,6,7,
70200558,1,1,1,27,1,1,1, , , , , ,4,4, ,1,1,200805,1,5,2,6,7,1
70200558,3,2,2,16,1,1,1, , , , , ,3,3,2,3,1,201601,1,5,2,6,7,
70200560,1,1,1,28,1,1,1, , , , , ,4,4, ,1,1,201302,1,5,3,6,7,1
70200560,1,2,2,63,2,1,3, , , , , ,2,2,2,7,3,      ,0,5,3,2,7,
70200564,1,1,1,42,1,1,1, , , , , ,4,4, ,1,1,199801,1,5,3,6,7,1
70200564,2,2,2,73,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,
70200565,1,1,1,39,1,1,1, , , , , ,2,2,2,3,1,199601,1,5,2,6,7,1
70200570,1,1,1,24,1,1,1, , , , , ,4,4, ,2,2,      ,0,5,3,6,7,1
70200570,1,2,2,40,2,1,22, , , , , ,1,1,1,2,3,      ,0,6,3,6,7,
70200570,1,3,2,27,2,1,21, , , , , ,1,1,1,2,3,      ,0,6,3,6,7,
70200572,1,1,1,63,1,1,1, , , , , ,4,4, ,1,1,197406,1,5,3,6,7,1
70200572,1,3,2,33,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70200572,2,4,2,11,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70200583,1,1,1,59,1,1,1, , , , , ,3,3,2,3,1,197712,1,5,2,6,7,1
70200585,1,1,1,35,1,1,1, , , , , ,2,2,2,3,1,200412,1,5,3,6,7,1
70300192,1,1,1,29,1,1,1, , , , , ,3,3,2,3,1,201007,1,5,3,6,7,1
70300193,1,1,1,44,1,1,1, , , , , ,4,4, ,1,1,200009,1,5,3,6,7,1
70300193,2,2,2,46,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,
70300194,1,1,1,45,2,1,1, , , , , ,4,4, ,1,1,200905,1,5,3,6,7,1
70300194,2,2,2,48,2,1,1, , , , , ,3,3,1,1,1,198610,1,5,3,6,7,
70300197,1,1,1,36,1,1,1, , , , , ,4,4, ,1,1,200205,1,5,3,6,7,1
70300197,2,2,2,30,1,1,1, , , , , ,3,3,2,3,1,201409,1,5,3,6,7,
70300207,1,1,1,21,1,1,1, , , , , ,4,4, ,1,1,201606,1,5,3,6,7,1
70300207,1,2,2,20,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70300207,1,3,2,18,2,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70300207,1,4,2,19,1,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70300217,1,1,1,40,1,1,1, , , , , ,3,3,2,1,1,201206,1,5,3,6,7,1
70300218,1,1,1,38,1,1,1, , , , , ,4,4, ,1,1,199706,1,5,3,6,7,1
70300218,2,2,2,18,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,1,
70300221,1,1,1,57,2,1,1, , , , , ,3,3,2,1,1,198501,1,5,3,6,7,1
70300229,1,1,1,37,2,1,3, , , , , ,3,3,2,7,3,      ,0,5,3,5,7,1
70400095,1,1,1,46,1,1,1, , , , , ,2,2,2,3,1,199905,1,5,3,6,7,1
70400095,1,3,2,14,1,1,22, , , , , ,2,2,2,3,3,      ,0,6,3,6,7,
70400102,1,1,1,69,2,1,1, , , , , ,2,2,2,3,1,198511,1,5,3,6,7,1
70500088,1,1,1,54,1,1,1, , , , , ,4,4, ,1,1,199208,1,5,3,6,7,1
70500088,2,2,2,49,1,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,1,
70500089,1,1,1,45,1,1,1, , , , , ,2,2,2,1,1,199106,1,5,3,6,7,1
70500094,1,1,1,27,1,1,1, , , , , ,3,3,2,7,3,      ,0,3,3,6,7,1
70500099,1,1,1,59,2,1,1, , , , , ,4,4, ,1,1,199602,1,5,3,6,7,1
70500099,2,2,2,42,2,1,1, , , , , ,3,3,2,1,1,199205,1,5,3,6,7,
70500099,2,3,2,15,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70600086,1,1,1,52,1,1,1, , , , , ,2,2,2,3,1,199004,1,5,3,6,7,1
70600091,1,1,1,57,1,1,1, , , , , ,1,1,1,1,1,198808,1,5,3,6,7,1
70600091,1,2,2,53,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70700140,1,1,1,31,1,1,1, , , , , ,3,3,2,1,1,201702,1,5,3,6,7,1
70700140,1,4,2,27,2,1,21, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
70700140,1,5,2,26,2,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70700146,1,1,1,20,1,1,1, , , , , ,4,4, ,1,1,201603,1,5,3,6,7,1
70700146,2,2,2,37,2,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70700148,1,2,2,39,1,1,1, , , , , ,2,2,2,3,1,200710,1,5,3,6,7,
70700148,2,1,1,75,1,1,1, , , , , ,4,4, ,1,1,196410,1,5,3,6,7,1
70700149,1,1,1,66,2,1,1, , , , , ,4,4, ,1,1,197608,1,5,3,6,7,1
70700149,2,2,2,48,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,2,
70700151,1,1,1,78,1,1,1, , , , , ,4,4, ,1,1,195907,1,5,3,6,7,1
